forename,forename2,cumprop,sex
phillipps,filippo,0.7,male
phillipps,filip,0.8,male
phillipps,felipa,0.9,male
phillipps,felip,1,male
piedro,pieter,0.142857143,male
piedro,petro,0.285714286,male
piedro,peter,0.428571429,male
piedro,petee,0.571428571,male
piedro,pete,0.714285714,male
piedro,perre,0.857142857,male
piedro,pedro,1,male
pieter,piedro,0.142857143,male
pieter,petro,0.285714286,male
pieter,peter,0.428571429,male
pieter,petee,0.571428571,male
pieter,pete,0.714285714,male
pieter,perre,0.857142857,male
pieter,pedro,1,male
rae,rey,0.0625,male
rae,raymund,0.125,male
rae,raymonde,0.1875,male
rae,raymond,0.25,male
rae,raymon,0.3125,male
rae,rayment,0.375,male
rae,raymen,0.4375,male
rae,raymand,0.5,male
rae,raye,0.5625,male
rae,raymont,0.625,male
rae,ray,0.6875,male
rae,ramond,0.75,male
rae,ramon,0.8125,male
rae,ramie,0.875,male
rae,raemonde,0.9375,male
rae,raman,1,male
raemonde,rey,0.0625,male
raemonde,raymund,0.125,male
raemonde,raymonde,0.1875,male
raemonde,raymond,0.25,male
raemonde,raymon,0.3125,male
raemonde,rayment,0.375,male
raemonde,raymen,0.4375,male
raemonde,raymand,0.5,male
raemonde,raye,0.5625,male
raemonde,raymont,0.625,male
raemonde,ray,0.6875,male
raemonde,ramond,0.75,male
raemonde,ramon,0.8125,male
raemonde,ramie,0.875,male
raemonde,rae,0.9375,male
raemonde,raman,1,male
ralph,raoul,1,male
ralphael,raphel,0.5,male
ralphael,raphael,1,male
raman,rey,0.0625,male
raman,raymund,0.125,male
raman,raymonde,0.1875,male
raman,raymond,0.25,male
raman,raymon,0.3125,male
raman,rayment,0.375,male
raman,raymen,0.4375,male
raman,raymand,0.5,male
raman,raye,0.5625,male
raman,raymont,0.625,male
raman,ray,0.6875,male
raman,ramond,0.75,male
raman,ramon,0.8125,male
raman,ramie,0.875,male
raman,raemonde,0.9375,male
raman,rae,1,male
ramie,rey,0.0625,male
ramie,raymund,0.125,male
ramie,raymonde,0.1875,male
ramie,raymond,0.25,male
ramie,raymon,0.3125,male
ramie,rayment,0.375,male
ramie,raymen,0.4375,male
ramie,raymand,0.5,male
ramie,raye,0.5625,male
ramie,raymont,0.625,male
ramie,ray,0.6875,male
ramie,ramond,0.75,male
ramie,ramon,0.8125,male
ramie,raemonde,0.875,male
ramie,rae,0.9375,male
ramie,raman,1,male
ramon,rey,0.0625,male
ramon,raymund,0.125,male
ramon,raymonde,0.1875,male
ramon,raymond,0.25,male
ramon,raymon,0.3125,male
ramon,rayment,0.375,male
ramon,raymen,0.4375,male
ramon,raymand,0.5,male
ramon,raye,0.5625,male
ramon,raymont,0.625,male
ramon,ray,0.6875,male
ramon,ramond,0.75,male
ramon,ramie,0.8125,male
ramon,raemonde,0.875,male
ramon,rae,0.9375,male
ramon,raman,1,male
ramond,rey,0.0625,male
ramond,raymund,0.125,male
ramond,raymonde,0.1875,male
ramond,raymond,0.25,male
ramond,raymon,0.3125,male
ramond,rayment,0.375,male
ramond,raymen,0.4375,male
ramond,raymand,0.5,male
ramond,raye,0.5625,male
ramond,raymont,0.625,male
ramond,ray,0.6875,male
ramond,ramon,0.75,male
ramond,ramie,0.8125,male
ramond,raemonde,0.875,male
ramond,rae,0.9375,male
ramond,raman,1,male
randall,randolph,0.333333333,male
randall,randolf,0.666666667,male
randall,randell,1,male
randell,randolph,0.333333333,male
randell,randolf,0.666666667,male
randell,randall,1,male
randolf,randolph,0.333333333,male
randolf,randell,0.666666667,male
randolf,randall,1,male
randolph,randolf,0.333333333,male
randolph,randell,0.666666667,male
randolph,randall,1,male
raoul,ralph,1,male
raphael,raphel,0.5,male
raphael,ralphael,1,male
raphel,raphael,0.5,male
raphel,ralphael,1,male
ras,erasmus,1,male
ray,rey,0.0625,male
ray,raymund,0.125,male
ray,raymonde,0.1875,male
ray,raymond,0.25,male
ray,raymon,0.3125,male
ray,rayment,0.375,male
ray,raymen,0.4375,male
ray,raymand,0.5,male
ray,raye,0.5625,male
ray,raymont,0.625,male
ray,ramond,0.6875,male
ray,ramon,0.75,male
ray,ramie,0.8125,male
ray,raemonde,0.875,male
ray,rae,0.9375,male
ray,raman,1,male
raye,rey,0.0625,male
raye,raymund,0.125,male
raye,raymonde,0.1875,male
raye,raymond,0.25,male
raye,raymon,0.3125,male
raye,rayment,0.375,male
raye,raymen,0.4375,male
raye,raymand,0.5,male
raye,raymont,0.5625,male
raye,ray,0.625,male
raye,ramond,0.6875,male
raye,ramon,0.75,male
raye,ramie,0.8125,male
raye,raemonde,0.875,male
raye,rae,0.9375,male
raye,raman,1,male
raymand,rey,0.0625,male
raymand,raymund,0.125,male
raymand,raymonde,0.1875,male
raymand,raymond,0.25,male
raymand,raymon,0.3125,male
raymand,rayment,0.375,male
raymand,raymen,0.4375,male
raymand,raye,0.5,male
raymand,raymont,0.5625,male
raymand,ray,0.625,male
raymand,ramond,0.6875,male
raymand,ramon,0.75,male
raymand,ramie,0.8125,male
raymand,raemonde,0.875,male
raymand,rae,0.9375,male
raymand,raman,1,male
raymen,rey,0.0625,male
raymen,raymund,0.125,male
raymen,raymonde,0.1875,male
raymen,raymond,0.25,male
raymen,raymon,0.3125,male
raymen,rayment,0.375,male
raymen,raymand,0.4375,male
raymen,raye,0.5,male
raymen,raymont,0.5625,male
raymen,ray,0.625,male
raymen,ramond,0.6875,male
raymen,ramon,0.75,male
raymen,ramie,0.8125,male
raymen,raemonde,0.875,male
raymen,rae,0.9375,male
raymen,raman,1,male
rayment,rey,0.0625,male
rayment,raymund,0.125,male
rayment,raymonde,0.1875,male
rayment,raymond,0.25,male
rayment,raymon,0.3125,male
rayment,raymen,0.375,male
rayment,raymand,0.4375,male
rayment,raye,0.5,male
rayment,raymont,0.5625,male
rayment,ray,0.625,male
rayment,ramond,0.6875,male
rayment,ramon,0.75,male
rayment,ramie,0.8125,male
rayment,raemonde,0.875,male
rayment,rae,0.9375,male
rayment,raman,1,male
raymon,rey,0.0625,male
raymon,raymund,0.125,male
raymon,raymonde,0.1875,male
raymon,raymond,0.25,male
raymon,rayment,0.3125,male
raymon,raymen,0.375,male
raymon,raymand,0.4375,male
raymon,raye,0.5,male
raymon,raymont,0.5625,male
raymon,ray,0.625,male
raymon,ramond,0.6875,male
raymon,ramon,0.75,male
raymon,ramie,0.8125,male
raymon,raemonde,0.875,male
raymon,rae,0.9375,male
raymon,raman,1,male
raymond,rey,0.0625,male
raymond,raymund,0.125,male
raymond,raymonde,0.1875,male
raymond,raymon,0.25,male
raymond,rayment,0.3125,male
raymond,raymen,0.375,male
raymond,raymand,0.4375,male
raymond,raye,0.5,male
raymond,raymont,0.5625,male
raymond,ray,0.625,male
raymond,ramond,0.6875,male
raymond,ramon,0.75,male
raymond,ramie,0.8125,male
raymond,raemonde,0.875,male
raymond,rae,0.9375,male
raymond,raman,1,male
raymonde,rey,0.0625,male
raymonde,raymund,0.125,male
raymonde,raymond,0.1875,male
raymonde,raymon,0.25,male
raymonde,rayment,0.3125,male
raymonde,raymen,0.375,male
raymonde,raymand,0.4375,male
raymonde,raye,0.5,male
raymonde,raymont,0.5625,male
raymonde,ray,0.625,male
raymonde,ramond,0.6875,male
raymonde,ramon,0.75,male
raymonde,ramie,0.8125,male
raymonde,raemonde,0.875,male
raymonde,rae,0.9375,male
raymonde,raman,1,male
raymont,rey,0.0625,male
raymont,raymund,0.125,male
raymont,raymonde,0.1875,male
raymont,raymond,0.25,male
raymont,raymon,0.3125,male
raymont,rayment,0.375,male
raymont,raymen,0.4375,male
raymont,raymand,0.5,male
raymont,raye,0.5625,male
raymont,ray,0.625,male
raymont,ramond,0.6875,male
raymont,ramon,0.75,male
raymont,ramie,0.8125,male
raymont,raemonde,0.875,male
raymont,rae,0.9375,male
raymont,raman,1,male
raymund,rey,0.0625,male
raymund,raymonde,0.125,male
raymund,raymond,0.1875,male
raymund,raymon,0.25,male
raymund,rayment,0.3125,male
raymund,raymen,0.375,male
raymund,raymand,0.4375,male
raymund,raye,0.5,male
raymund,raymont,0.5625,male
raymund,ray,0.625,male
raymund,ramond,0.6875,male
raymund,ramon,0.75,male
raymund,ramie,0.8125,male
raymund,raemonde,0.875,male
raymund,rae,0.9375,male
raymund,raman,1,male
reg,rignold,0.1,male
reg,renato,0.2,male
reg,reinald,0.3,male
reg,regional,0.4,male
reg,rheinholdt,0.5,male
reg,reginold,0.6,male
reg,reginald,0.7,male
reg,reginal,0.8,male
reg,regginald,0.9,male
reg,reggie,1,male
reggie,rignold,0.1,male
reggie,renato,0.2,male
reggie,reinald,0.3,male
reggie,regional,0.4,male
reggie,rheinholdt,0.5,male
reggie,reginold,0.6,male
reggie,reginald,0.7,male
reggie,reginal,0.8,male
reggie,regginald,0.9,male
reggie,reg,1,male
regginald,rignold,0.1,male
regginald,renato,0.2,male
regginald,reinald,0.3,male
regginald,regional,0.4,male
regginald,rheinholdt,0.5,male
regginald,reginold,0.6,male
regginald,reginald,0.7,male
regginald,reginal,0.8,male
regginald,reggie,0.9,male
regginald,reg,1,male
reginal,rignold,0.1,male
reginal,renato,0.2,male
reginal,reinald,0.3,male
reginal,regional,0.4,male
reginal,rheinholdt,0.5,male
reginal,reginold,0.6,male
reginal,reginald,0.7,male
reginal,regginald,0.8,male
reginal,reggie,0.9,male
reginal,reg,1,male
reginald,rignold,0.1,male
reginald,renato,0.2,male
reginald,reinald,0.3,male
reginald,regional,0.4,male
reginald,rheinholdt,0.5,male
reginald,reginold,0.6,male
reginald,reginal,0.7,male
reginald,regginald,0.8,male
reginald,reggie,0.9,male
reginald,reg,1,male
reginold,rignold,0.1,male
reginold,renato,0.2,male
reginold,reinald,0.3,male
reginold,regional,0.4,male
reginold,rheinholdt,0.5,male
reginold,reginald,0.6,male
reginold,reginal,0.7,male
reginold,regginald,0.8,male
reginold,reggie,0.9,male
reginold,reg,1,male
regional,rignold,0.1,male
regional,renato,0.2,male
regional,reinald,0.3,male
regional,rheinholdt,0.4,male
regional,reginold,0.5,male
regional,reginald,0.6,male
regional,reginal,0.7,male
regional,regginald,0.8,male
regional,reggie,0.9,male
regional,reg,1,male
reich,ritchad,0.083333333,male
reich,ritch,0.166666667,male
reich,rick,0.25,male
reich,richie,0.333333333,male
reich,richerd,0.416666667,male
reich,ritchard,0.5,male
reich,richards,0.583333333,male
reich,richard,0.666666667,male
reich,rich,0.75,male
reich,riccardo,0.833333333,male
reich,ricard,0.916666667,male
reich,dick,1,male
reinald,rignold,0.1,male
reinald,renato,0.2,male
reinald,regional,0.3,male
reinald,rheinholdt,0.4,male
reinald,reginold,0.5,male
reinald,reginald,0.6,male
reinald,reginal,0.7,male
reinald,regginald,0.8,male
reinald,reggie,0.9,male
reinald,reg,1,male
renato,rignold,0.1,male
renato,reinald,0.2,male
renato,regional,0.3,male
renato,rheinholdt,0.4,male
renato,reginold,0.5,male
renato,reginald,0.6,male
renato,reginal,0.7,male
renato,regginald,0.8,male
renato,reggie,0.9,male
renato,reg,1,male
reuben,ruben,1,male
rey,raymund,0.0625,male
rey,raymonde,0.125,male
rey,raymond,0.1875,male
rey,raymon,0.25,male
rey,rayment,0.3125,male
rey,raymen,0.375,male
rey,raymand,0.4375,male
rey,raye,0.5,male
rey,raymont,0.5625,male
rey,ray,0.625,male
rey,ramond,0.6875,male
rey,ramon,0.75,male
rey,ramie,0.8125,male
rey,raemonde,0.875,male
rey,rae,0.9375,male
rey,raman,1,male
rheinholdt,rignold,0.1,male
rheinholdt,renato,0.2,male
rheinholdt,reinald,0.3,male
rheinholdt,regional,0.4,male
rheinholdt,reginold,0.5,male
rheinholdt,reginald,0.6,male
rheinholdt,reginal,0.7,male
rheinholdt,regginald,0.8,male
rheinholdt,reggie,0.9,male
rheinholdt,reg,1,male
ricard,ritchad,0.083333333,male
ricard,ritch,0.166666667,male
ricard,rick,0.25,male
ricard,richie,0.333333333,male
ricard,richerd,0.416666667,male
ricard,ritchard,0.5,male
ricard,richards,0.583333333,male
ricard,richard,0.666666667,male
ricard,rich,0.75,male
ricard,riccardo,0.833333333,male
ricard,reich,0.916666667,male
ricard,dick,1,male
riccardo,ritchad,0.083333333,male
riccardo,ritch,0.166666667,male
riccardo,rick,0.25,male
riccardo,richie,0.333333333,male
riccardo,richerd,0.416666667,male
riccardo,ritchard,0.5,male
riccardo,richards,0.583333333,male
riccardo,richard,0.666666667,male
riccardo,rich,0.75,male
riccardo,ricard,0.833333333,male
riccardo,reich,0.916666667,male
riccardo,dick,1,male
rich,ritchad,0.083333333,male
rich,ritch,0.166666667,male
rich,rick,0.25,male
rich,richie,0.333333333,male
rich,richerd,0.416666667,male
rich,ritchard,0.5,male
rich,richards,0.583333333,male
rich,richard,0.666666667,male
rich,riccardo,0.75,male
rich,ricard,0.833333333,male
rich,reich,0.916666667,male
rich,dick,1,male
richard,ritchad,0.083333333,male
richard,ritch,0.166666667,male
richard,rick,0.25,male
richard,richie,0.333333333,male
richard,richerd,0.416666667,male
richard,ritchard,0.5,male
richard,richards,0.583333333,male
richard,rich,0.666666667,male
richard,riccardo,0.75,male
richard,ricard,0.833333333,male
richard,reich,0.916666667,male
richard,dick,1,male
richards,ritchad,0.083333333,male
richards,ritch,0.166666667,male
richards,rick,0.25,male
richards,richie,0.333333333,male
richards,richerd,0.416666667,male
richards,ritchard,0.5,male
richards,richard,0.583333333,male
richards,rich,0.666666667,male
richards,riccardo,0.75,male
richards,ricard,0.833333333,male
richards,reich,0.916666667,male
richards,dick,1,male
richerd,ritchad,0.083333333,male
richerd,ritch,0.166666667,male
richerd,rick,0.25,male
richerd,richie,0.333333333,male
richerd,ritchard,0.416666667,male
richerd,richards,0.5,male
richerd,richard,0.583333333,male
richerd,rich,0.666666667,male
richerd,riccardo,0.75,male
richerd,ricard,0.833333333,male
richerd,reich,0.916666667,male
richerd,dick,1,male
richie,ritchad,0.083333333,male
richie,ritch,0.166666667,male
richie,rick,0.25,male
richie,richerd,0.333333333,male
richie,ritchard,0.416666667,male
richie,richards,0.5,male
richie,richard,0.583333333,male
richie,rich,0.666666667,male
richie,riccardo,0.75,male
richie,ricard,0.833333333,male
richie,reich,0.916666667,male
richie,dick,1,male
rick,ritchad,0.083333333,male
rick,ritch,0.166666667,male
rick,richie,0.25,male
rick,richerd,0.333333333,male
rick,ritchard,0.416666667,male
rick,richards,0.5,male
rick,richard,0.583333333,male
rick,rich,0.666666667,male
rick,riccardo,0.75,male
rick,ricard,0.833333333,male
rick,reich,0.916666667,male
rick,dick,1,male
rignold,renato,0.1,male
rignold,reinald,0.2,male
rignold,regional,0.3,male
rignold,rheinholdt,0.4,male
rignold,reginold,0.5,male
rignold,reginald,0.6,male
rignold,reginal,0.7,male
rignold,regginald,0.8,male
rignold,reggie,0.9,male
rignold,reg,1,male
riley,ryley,1,male
ritch,ritchad,0.083333333,male
ritch,rick,0.166666667,male
ritch,richie,0.25,male
ritch,richerd,0.333333333,male
ritch,ritchard,0.416666667,male
ritch,richards,0.5,male
ritch,richard,0.583333333,male
ritch,rich,0.666666667,male
ritch,riccardo,0.75,male
ritch,ricard,0.833333333,male
ritch,reich,0.916666667,male
ritch,dick,1,male
ritchad,ritch,0.083333333,male
ritchad,rick,0.166666667,male
ritchad,richie,0.25,male
ritchad,richerd,0.333333333,male
ritchad,ritchard,0.416666667,male
ritchad,richards,0.5,male
ritchad,richard,0.583333333,male
ritchad,rich,0.666666667,male
ritchad,riccardo,0.75,male
ritchad,ricard,0.833333333,male
ritchad,reich,0.916666667,male
ritchad,dick,1,male
ritchard,ritchad,0.083333333,male
ritchard,ritch,0.166666667,male
ritchard,rick,0.25,male
ritchard,richie,0.333333333,male
ritchard,richerd,0.416666667,male
ritchard,richards,0.5,male
ritchard,richard,0.583333333,male
ritchard,rich,0.666666667,male
ritchard,riccardo,0.75,male
ritchard,ricard,0.833333333,male
ritchard,reich,0.916666667,male
ritchard,dick,1,male
roalan,rolly,0.142857143,male
roalan,rollo,0.285714286,male
roalan,rollie,0.428571429,male
roalan,rolland,0.571428571,male
roalan,rolando,0.714285714,male
roalan,roland,0.857142857,male
roalan,orlando,1,male
rob,bobby,0.125,male
rob,bob,0.25,male
rob,robt,0.375,male
rob,roberto,0.5,male
rob,robert,0.625,male
rob,robby,0.75,male
rob,robbie,0.875,male
rob,robb,1,male
robb,bobby,0.125,male
robb,bob,0.25,male
robb,robt,0.375,male
robb,roberto,0.5,male
robb,robert,0.625,male
robb,robby,0.75,male
robb,robbie,0.875,male
robb,rob,1,male
robbie,bobby,0.125,male
robbie,bob,0.25,male
robbie,robt,0.375,male
robbie,roberto,0.5,male
robbie,robert,0.625,male
robbie,robby,0.75,male
robbie,robb,0.875,male
robbie,rob,1,male
robbin,robin,1,male
robby,bobby,0.125,male
robby,bob,0.25,male
robby,robt,0.375,male
robby,roberto,0.5,male
robby,robert,0.625,male
robby,robbie,0.75,male
robby,robb,0.875,male
robby,rob,1,male
robert,bobby,0.125,male
robert,bob,0.25,male
robert,robt,0.375,male
robert,roberto,0.5,male
robert,robby,0.625,male
robert,robbie,0.75,male
robert,robb,0.875,male
robert,rob,1,male
roberto,bobby,0.125,male
roberto,bob,0.25,male
roberto,robt,0.375,male
roberto,robert,0.5,male
roberto,robby,0.625,male
roberto,robbie,0.75,male
roberto,robb,0.875,male
roberto,rob,1,male
robin,robbin,1,male
robt,bobby,0.125,male
robt,bob,0.25,male
robt,roberto,0.375,male
robt,robert,0.5,male
robt,robby,0.625,male
robt,robbie,0.75,male
robt,robb,0.875,male
robt,rob,1,male
rod,rodney,1,male
rodger,roger,1,male
rodney,rod,1,male
roger,rodger,1,male
roi,leroy,1,male
roland,rolly,0.142857143,male
roland,rollo,0.285714286,male
roland,rollie,0.428571429,male
roland,rolland,0.571428571,male
roland,rolando,0.714285714,male
roland,roalan,0.857142857,male
roland,orlando,1,male
rolando,rolly,0.142857143,male
rolando,rollo,0.285714286,male
rolando,rollie,0.428571429,male
rolando,rolland,0.571428571,male
rolando,roland,0.714285714,male
rolando,roalan,0.857142857,male
rolando,orlando,1,male
rolland,rolly,0.142857143,male
rolland,rollo,0.285714286,male
rolland,rollie,0.428571429,male
rolland,rolando,0.571428571,male
rolland,roland,0.714285714,male
rolland,roalan,0.857142857,male
rolland,orlando,1,male
rollie,rolly,0.142857143,male
rollie,rollo,0.285714286,male
rollie,rolland,0.428571429,male
rollie,rolando,0.571428571,male
rollie,roland,0.714285714,male
rollie,roalan,0.857142857,male
rollie,orlando,1,male
rollo,rolly,0.142857143,male
rollo,rollie,0.285714286,male
rollo,rolland,0.428571429,male
rollo,rolando,0.571428571,male
rollo,roland,0.714285714,male
rollo,roalan,0.857142857,male
rollo,orlando,1,male
rolly,rollo,0.142857143,male
rolly,rollie,0.285714286,male
rolly,rolland,0.428571429,male
rolly,rolando,0.571428571,male
rolly,roland,0.714285714,male
rolly,roalan,0.857142857,male
rolly,orlando,1,male
rolph,rudolph,0.142857143,male
rolph,rudolfo,0.285714286,male
rolph,rudolf,0.428571429,male
rolph,rudi,0.571428571,male
rolph,ruddy,0.714285714,male
rolph,rud,0.857142857,male
rolph,dolf,1,male
ron,ronnie,0.25,male
ron,ronney,0.5,male
ron,ronie,0.75,male
ron,ronald,1,male
ronald,ronnie,0.25,male
ronald,ronney,0.5,male
ronald,ronie,0.75,male
ronald,ron,1,male
ronie,ronnie,0.25,male
ronie,ronney,0.5,male
ronie,ronald,0.75,male
ronie,ron,1,male
ronney,ronnie,0.25,male
ronney,ronie,0.5,male
ronney,ronald,0.75,male
ronney,ron,1,male
ronnie,ronney,0.25,male
ronnie,ronie,0.5,male
ronnie,ronald,0.75,male
ronnie,ron,1,male
ruben,reuben,1,male
rud,rudolph,0.142857143,male
rud,rudolfo,0.285714286,male
rud,rudolf,0.428571429,male
